stock_code,code,name,market,sector,industry
2428.TW,2428,興勤,上市,Others,Others
2429.TW,2429,銘旺科,上市,Others,Others
2430.TW,2430,燦坤,上市,Others,Others
2431.TW,2431,聯昌,上市,Others,Others
2433.TW,2433,互盛電,上市,Others,Others
2434.TW,2434,統懋,上市,Others,Others
2436.TW,2436,偉詮電,上市,Others,Others
2438.TW,2438,翔耀,上市,Others,Others
2439.TW,2439,美律,上市,Others,Others
2441.TW,2441,超豐,上市,Others,Others
2442.TW,2442,新美齊,上市,Others,Others
2443.TW,2443,億麗,上市,Others,Others
2444.TW,2444,兆赫,上市,Others,Others
2449.TW,2449,京元電子,上市,Others,Others
2451.TW,2451,創見,上市,Others,Others
2453.TW,2453,凌群,上市,Others,Others
2454.TW,2454,聯發科,上市,Others,Others
2455.TW,2455,全新,上市,Others,Others
2456.TW,2456,奇力新,上市,Others,Others
2458.TW,2458,義隆,上市,Others,Others
2459.TW,2459,敦吉,上市,Others,Others
2460.TW,2460,建通,上市,Others,Others
2461.TW,2461,光群雷,上市,Others,Others
2462.TW,2462,良得電,上市,Others,Others
2464.TW,2464,盟立,上市,Others,Others
2465.TW,2465,麗臺,上市,Others,Others
2466.TW,2466,冠西電,上市,Others,Others
2467.TW,2467,志聖,上市,Others,Others
2468.TW,2468,華經,上市,Others,Others
2471.TW,2471,資通,上市,Others,Others
2472.TW,2472,立隆電,上市,Others,Others
2474.TW,2474,可成,上市,Others,Others
2476.TW,2476,鉅祥,上市,Others,Others
2477.TW,2477,美隆電,上市,Others,Others
2478.TW,2478,大毅,上市,Others,Others
2480.TW,2480,敦陽科,上市,Others,Others
2481.TW,2481,強茂,上市,Others,Others
2482.TW,2482,連宇,上市,Others,Others
2483.TW,2483,百容,上市,Others,Others
2484.TW,2484,希華,上市,Others,Others
2485.TW,2485,兆赫,上市,Others,Others
2486.TW,2486,一詮,上市,Others,Others
2488.TW,2488,漢平,上市,Others,Others
2489.TW,2489,瑞軒,上市,Others,Others
2491.TW,2491,吉祥全,上市,Others,Others
2492.TW,2492,華新科,上市,Others,Others
2493.TW,2493,揚博,上市,Others,Others
2495.TW,2495,普安,上市,Others,Others
2496.TW,2496,卓越,上市,Others,Others
2497.TW,2497,怡利電,上市,Others,Others
2498.TW,2498,宏達電,上市,Others,Others
2499.TW,2499,東貝,上市,Others,Others
2501.TW,2501,國建,上市,Real Estate,Others
2504.TW,2504,國產,上市,Real Estate,Others
2505.TW,2505,國揚,上市,Real Estate,Others
2506.TW,2506,太設,上市,Real Estate,Others
2508.TW,2508,大亞,上市,Real Estate,Others
2509.TW,2509,全坤建,上市,Real Estate,Others
2511.TW,2511,太子,上市,Real Estate,Others
2514.TW,2514,龍邦,上市,Real Estate,Others
2515.TW,2515,中工,上市,Real Estate,Others
2516.TW,2516,新建,上市,Real Estate,Others
2520.TW,2520,冠德,上市,Real Estate,Others
2524.TW,2524,京城,上市,Real Estate,Others
2527.TW,2527,宏璟,上市,Real Estate,Others
2528.TW,2528,皇普,上市,Real Estate,Others
2530.TW,2530,華建,上市,Real Estate,Others
2534.TW,2534,宏盛,上市,Real Estate,Others
2535.TW,2535,達欣工,上市,Real Estate,Others
2536.TW,2536,宏普,上市,Real Estate,Others
2537.TW,2537,聯上發,上市,Real Estate,Others
2538.TW,2538,基泰,上市,Real Estate,Others
2539.TW,2539,櫻花建,上市,Real Estate,Others
2540.TW,2540,愛山林,上市,Real Estate,Others
2542.TW,2542,興富發,上市,Real Estate,Others
2543.TW,2543,皇昌,上市,Real Estate,Others
2544.TW,2544,杏昌,上市,Real Estate,Others
2545.TW,2545,皇翔,上市,Real Estate,Others
2546.TW,2546,根基,上市,Real Estate,Others
2547.TW,2547,日勝生,上市,Real Estate,Others
2548.TW,2548,華固,上市,Real Estate,Others
2597.TW,2597,潤弘,上市,Real Estate,Others
2601.TW,2601,益航,上市,Transportation,Others
2603.TW,2603,長榮,上市,Transportation,Others
2605.TW,2605,新興,上市,Transportation,Others
2606.TW,2606,裕民,上市,Transportation,Others
2607.TW,2607,榮運,上市,Transportation,Others
2608.TW,2608,嘉里大榮,上市,Transportation,Others
2609.TW,2609,陽明,上市,Transportation,Others
2610.TW,2610,華航,上市,Transportation,Others
2611.TW,2611,志信,上市,Transportation,Others
2612.TW,2612,中航,上市,Transportation,Others
2613.TW,2613,中櫃,上市,Transportation,Others
2614.TW,2614,東森,上市,Transportation,Others
2615.TW,2615,萬海,上市,Transportation,Others
2616.TW,2616,山隆,上市,Transportation,Others
2617.TW,2617,台航,上市,Transportation,Others
2618.TW,2618,長榮航,上市,Transportation,Others
2630.TW,2630,台泥國際,上市,Transportation,Others
2633.TW,2633,台灣高鐵,上市,Transportation,Others
2634.TW,2634,漢翔,上市,Transportation,Others
2636.TW,2636,台驊,上市,Transportation,Others
2637.TW,2637,慧洋-KY,上市,Transportation,Others
2642.TW,2642,宅配通,上市,Transportation,Others
2701.TW,2701,萬企,上市,Consumer Services,Others
2702.TW,2702,華園,上市,Consumer Services,Others
2704.TW,2704,國賓,上市,Consumer Services,Others
2705.TW,2705,六福,上市,Consumer Services,Others
2706.TW,2706,第一店,上市,Consumer Services,Others
2707.TW,2707,晶華,上市,Consumer Services,Others
2712.TW,2712,遠雄來,上市,Consumer Services,Others
2727.TW,2727,王品,上市,Consumer Services,Others
2801.TW,2801,彰銀,上市,Financial Services,Banking
2809.TW,2809,京城銀,上市,Financial Services,Banking
2812.TW,2812,台中銀,上市,Financial Services,Banking
2816.TW,2816,旺旺保,上市,Financial Services,Financial Services
2820.TW,2820,華票,上市,Financial Services,Financial Services
2823.TW,2823,中壽,上市,Financial Services,Financial Services
2832.TW,2832,台產,上市,Financial Services,Financial Services
2834.TW,2834,臺企銀,上市,Financial Services,Banking
2836.TW,2836,高雄銀,上市,Financial Services,Banking
2838.TW,2838,聯邦銀,上市,Financial Services,Banking
2845.TW,2845,遠東銀,上市,Financial Services,Banking
2849.TW,2849,安泰銀,上市,Financial Services,Banking
2850.TW,2850,新產,上市,Financial Services,Financial Services
2851.TW,2851,中再保,上市,Financial Services,Financial Services
2852.TW,2852,第一保,上市,Financial Services,Financial Services
2855.TW,2855,統一證,上市,Financial Services,Securities
2856.TW,2856,元富證,上市,Financial Services,Securities
2867.TW,2867,三商壽,上市,Financial Services,Financial Services
2880.TW,2880,華南金,上市,Financial Services,Financial Holding
2881.TW,2881,富邦金,上市,Financial Services,Financial Holding
2882.TW,2882,國泰金,上市,Financial Services,Financial Holding
2883.TW,2883,開發金,上市,Financial Services,Financial Holding
2884.TW,2884,玉山金,上市,Financial Services,Financial Holding
2885.TW,2885,元大金,上市,Financial Services,Financial Holding
2886.TW,2886,兆豐金,上市,Financial Services,Financial Holding
2887.TW,2887,台新金,上市,Financial Services,Financial Holding
2888.TW,2888,新光金,上市,Financial Services,Financial Holding
2889.TW,2889,國票金,上市,Financial Services,Financial Holding
2890.TW,2890,永豐金,上市,Financial Services,Financial Holding
2891.TW,2891,中信金,上市,Financial Services,Financial Holding
2892.TW,2892,第一金,上市,Financial Services,Financial Holding
2901.TW,2901,欣欣,上市,Consumer Services,Others
2903.TW,2903,遠百,上市,Consumer Services,Others
2904.TW,2904,匯僑,上市,Consumer Services,Others
2905.TW,2905,三商,上市,Consumer Services,Others
2906.TW,2906,高林,上市,Consumer Services,Others
2908.TW,2908,特力,上市,Consumer Services,Others
2910.TW,2910,統領,上市,Consumer Services,Others
2911.TW,2911,麗嬰房,上市,Consumer Services,Others
2912.TW,2912,統一超,上市,Consumer Services,Others
2913.TW,2913,農林,上市,Consumer Services,Others
2915.TW,2915,潤泰全,上市,Consumer Services,Others
2923.TW,2923,鼎固-KY,上市,Consumer Services,Others
2924.TW,2924,東凌-KY,上市,Consumer Services,Others
2928.TW,2928,紅馬-KY,上市,Consumer Services,Others
2929.TW,2929,淘帝-KY,上市,Consumer Services,Others
2936.TW,2936,客思達-KY,上市,Consumer Services,Others
2939.TW,2939,凱羿-KY,上市,Consumer Services,Others
3002.TW,3002,歐格,上市,Technology,Electronics
3003.TW,3003,健和興,上市,Technology,Electronics
3004.TW,3004,豐達科,上市,Technology,Electronics
3005.TW,3005,神基,上市,Technology,Electronics
3006.TW,3006,晶豪科,上市,Technology,Electronics
3008.TW,3008,大立光,上市,Technology,Electronics
3009.TW,3009,奇邑,上市,Technology,Electronics
3010.TW,3010,華立,上市,Technology,Electronics
3011.TW,3011,今皓,上市,Technology,Electronics
3013.TW,3013,晟銘電,上市,Technology,Electronics
3014.TW,3014,聯陽,上市,Technology,Electronics
3015.TW,3015,全漢,上市,Technology,Electronics
3016.TW,3016,嘉晶,上市,Technology,Electronics
3017.TW,3017,奇鋐,上市,Technology,Electronics
3018.TW,3018,同開,上市,Technology,Electronics
3019.TW,3019,亞光,上市,Technology,Electronics
3021.TW,3021,鴻名,上市,Technology,Electronics
3022.TW,3022,威強電,上市,Technology,Electronics
3023.TW,3023,信邦,上市,Technology,Electronics
3024.TW,3024,憶聲,上市,Technology,Electronics
3025.TW,3025,星通,上市,Technology,Electronics
3026.TW,3026,禾伸堂,上市,Technology,Electronics
3027.TW,3027,盛達,上市,Technology,Electronics
3028.TW,3028,增你強,上市,Technology,Electronics
3029.TW,3029,零壹,上市,Technology,Electronics
3030.TW,3030,德律,上市,Technology,Electronics
