股票代碼,股票名稱,EPS,ROE,營收成長率,速動比率,現價,市值,產業,部門
2006.TW,Tung Ho Steel Enterprise Corporation,6.12,14.16,-9.1,0.566,64.8,47317868544,Steel,Basic Materials
2007.TW,"Yieh Hsing Enterprise Co., Ltd.",-2.04,-18.569,35.9,0.165,8.99,4770561536,Steel,Basic Materials
2008.TW,Kao Hsing Chang Iron & Steel Corp.,0.26,1.3940001,13.8,0.78,24.0,4580448256,Steel,Basic Materials
2009.TW,"First Copper Technology Co., Ltd.",0.74,4.038,9.4,0.259,36.85,13252070400,Copper,Basic Materials
2010.TW,"Chun Yuan Steel Industry Co., Ltd.",1.65,8.789,21.8,1.225,19.15,12402592768,Steel,Basic Materials
2012.TW,"Chun Yu Works & Co., Ltd.",0.93,7.8549999999999995,15.4,1.179,21.45,5978822656,Steel,Basic Materials
2013.TW,"China Steel Structure Co., Ltd.",2.69,9.9659994,18.2,0.459,44.3,8860000256,Steel,Basic Materials
2014.TW,Chung Hung Steel Corporation,-0.62,-5.8579996,-29.2,0.418,18.85,27059929088,Steel,Basic Materials
2015.TW,"Feng Hsin Steel Co., Ltd.",4.23,11.201999,-4.3,1.14,60.1,34954096640,Steel,Basic Materials
2017.TW,"Quintain Steel Co., LTD.",0.28,2.41,19.0,0.586,9.72,4153764608,Steel,Basic Materials
2020.TW,Mayer Steel Pipe Corporation,3.09,19.09,-19.7,0.476,25.1,6702478336,Steel,Basic Materials
2023.TW,"Yieh Phui Enterprise Co., Ltd.",-0.81,-5.094,-3.2,0.52,13.95,27230400512,Steel,Basic Materials
2024.TW,"Chih Lien Industrial Co., Ltd.",0.16,1.434,16.400000000000002,0.793,17.1,1667250048,Steel,Basic Materials
2025.TW,"Chien Shing Stainless Steel Co., Ltd.",-2.31,-16.586000000000002,-38.5,4.065,13.95,2408620800,Steel,Basic Materials
2027.TW,"Ta Chen Stainless Pipe Co., Ltd.",1.53,6.121,-1.9,0.71,44.65,95725584384,Steel,Basic Materials
2028.TW,"Wei Chih Steel Industrial Co., Ltd.",0.97,6.929,-13.900000000000002,0.231,19.9,6448037888,Steel,Basic Materials
2029.TW,"Sheng Yu Steel Co., Ltd.",1.81,5.8119997,7.7,5.175,23.7,7611966464,Steel,Basic Materials
2030.TW,"Froch Enterprise Co., Ltd.",0.84,4.77,-0.1,0.667,15.95,4414417920,Steel,Basic Materials
2031.TW,Hsin Kuang Steel Company Limited,4.48,12.096,-0.8999999999999999,0.917,42.95,13793220608,Steel,Basic Materials
2032.TW,"Sinkang Industries Co., Ltd.",0.45,2.4319998999999997,7.8,9.21,16.55,2160139008,Steel,Basic Materials
2033.TW,"Chia Ta World Co., Ltd.",0.19,1.517,3.4000000000000004,1.564,19.2,1549334400,Steel,Basic Materials
2034.TW,"YC Inox Co.,Ltd",-0.22,-1.064,18.2,0.313,22.0,11444971520,Steel,Basic Materials
2038.TW,Hai Kwang Enterprise Corporation,0.2,0.482,2.6,0.39,16.6,3159444992,Steel,Basic Materials
2049.TW,Hiwin Technologies Corporation,5.56,5.1609997,10.7,1.421,220.5,78011138048,Tools & Accessories,Industrials
2059.TW,"King Slide Works Co., Ltd.",63.47,32.631,66.10000000000001,6.565,1480.0,141039566848,"Furnishings, Fixtures & Appliances",Consumer Cyclical
2062.TW,Sunspring Metal Corporation,2.7,7.093999500000001,-18.6,1.76,26.9,5379838464,Building Products & Equipment,Industrials
2069.TW,"Yuen Chang Stainless Steel Co., Ltd.",1.35,5.7930004,-2.5,0.311,16.15,2687150080,Steel,Basic Materials
2101.TW,"Nankang Rubber Tire Corp.,Ltd.",3.53,24.644,5.5,0.234,35.15,29312815104,Auto Parts,Consumer Cyclical
2102.TW,Federal Corporation,-1.01,-6.677,73.2,0.955,15.7,7215311872,Auto Parts,Consumer Cyclical
2103.TW,TSRC Corporation,1.04,4.9250003,21.6,1.108,18.05,14904065024,Specialty Chemicals,Basic Materials
2104.TW,"International CSRC Investment Holdings Co., Ltd.",-2.8,-8.408,-11.0,1.374,10.75,10427489280,Specialty Chemicals,Basic Materials
2105.TW,"Cheng Shin Rubber Ind. Co., Ltd.",2.47,9.104,0.3,1.682,45.55,147646676992,Auto Parts,Consumer Cyclical
2106.TW,Kenda Rubber Industrial Co. Ltd.,1.3,6.105,-6.6000000000000005,1.17,23.85,22774126592,Auto Parts,Consumer Cyclical
2107.TW,Formosan Rubber Group Inc.,1.89,4.3309998,28.4,4.48,23.85,7240692736,Specialty Chemicals,Basic Materials
2108.TW,"NANTEX Industry Co., Ltd.",1.14,5.6129999999999995,42.0,7.359,27.1,13344500736,Specialty Chemicals,Basic Materials
2109.TW,"Hwa Fong Rubber Industrial Co., Ltd.",1.61,11.9849995,11.3,2.245,17.0,4748933120,Auto Parts,Consumer Cyclical
2114.TW,"Hsin Yung Chien Co., Ltd.",5.08,12.859000000000002,-2.1,6.428,85.1,6637102080,Auto Parts,Consumer Cyclical
2115.TW,Luhai Holding Corp.,2.04,6.783,11.4,2.2,27.0,2818071040,Auto Parts,Consumer Cyclical
2201.TW,Yulon Motor Company Ltd.,3.58,7.577,-10.0,0.966,38.65,41064853504,Auto Manufacturers,Consumer Cyclical
2204.TW,China Motor Corporation,7.29,12.336001000000001,-9.2,0.629,67.5,37369348096,Auto Manufacturers,Consumer Cyclical
2206.TW,"Sanyang Motor Co., Ltd.",6.01,19.017,-3.4000000000000004,0.709,65.6,51965562880,Auto Manufacturers,Consumer Cyclical
2207.TW,"Hotai Motor Co.,Ltd.",36.72,22.325,3.2,0.935,552.0,307520831488,Auto & Truck Dealerships,Consumer Cyclical
2208.TW,CSBC Corporation,-2.2,-35.494998,-29.7,0.489,15.9,20265185280,Aerospace & Defense,Industrials
2211.TW,Evergreen Steel Corp.,6.12,9.742,74.8,1.537,83.6,34868805632,Metal Fabrication,Industrials
2227.TW,"Yulon Nissan Motor Co., Ltd",5.57,9.029,-32.6,4.199,63.3,18990000128,Auto Manufacturers,Consumer Cyclical
2228.TW,"Iron Force Industrial Co., Ltd.",9.4,15.212,-1.5,3.902,80.5,6402189312,Auto Parts,Consumer Cyclical
2231.TW,Cub Elecparts Inc.,3.23,9.559,37.8,1.178,71.3,10047454208,Auto Parts,Consumer Cyclical
2233.TW,"TURVO International Co., Ltd.",10.93,17.224999999999998,2.9000000000000004,1.439,163.0,9826960384,Specialty Industrial Machinery,Industrials
2236.TW,"Patec Precision Industry Co., Ltd.",7.23,16.785,4.9,0.835,88.9,4704410112,Specialty Industrial Machinery,Industrials
2239.TW,"Cayman Engley Industrial Co., Ltd.",-0.09,1.161,-15.8,0.757,31.35,3772878592,Auto Parts,Consumer Cyclical
2241.TW,"Amulaire Thermal Technology, Inc.",-1.98,-14.509,-35.0,1.44,26.1,2730112256,Auto Parts,Consumer Cyclical
2243.TW,"HORNG SHIUE HOLDING Co., Ltd.",0.24,2.3529999,-2.7,0.544,12.45,863634048,Auto Parts,Consumer Cyclical
2247.TW,Pan German Universal Motors Ltd.,23.92,14.782,9.0,0.728,275.0,22194974720,Auto & Truck Dealerships,Consumer Cyclical
2248.TW,"Shining Victory Motor Electronic Co., Ltd.",6.39,24.514,-0.3,1.191,51.4,2158800128,Auto Parts,Consumer Cyclical
2250.TW,IKKA Holdings (Cayman) Limited,5.79,10.301,-7.8,1.893,97.7,3243835392,Specialty Industrial Machinery,Industrials
2254.TW,Coplus Inc.,-1.06,-6.2700000000000005,13.8,0.307,68.8,4396870656,Auto Parts,Consumer Cyclical
2258.TW,,-1.23,-11.8030004,249.7,2.362,39.15,68172288000,Auto Manufacturers,Consumer Cyclical
2301.TW,Lite-On Technology Corporation,5.15,13.593,3.8,1.287,85.4,196441358336,Computer Hardware,Technology
2302.TW,Rectron Limited,0.75,6.955,42.8,1.146,18.35,3051660288,Semiconductor Equipment & Materials,Technology
2303.TW,United Microelectronics Corporation,3.74,12.770000000000001,9.9,2.006,40.75,511754764288,Semiconductors,Technology
2305.TW,"Microtek International, Inc.",0.14,2.55,9.9,4.688,11.15,2260394752,Computer Hardware,Technology
2308.TW,"Delta Electronics, Inc.",13.52,15.467,14.2,1.455,333.0,864980828160,Electronic Components,Technology
2312.TW,"Kinpo Electronics, Inc.",1.11,6.638,9.700000000000001,0.994,20.1,30010304512,Computer Hardware,Technology
2313.TW,"Compeq Manufacturing Co., Ltd.",4.69,13.375,-1.5,1.339,54.5,64954191872,Electronic Components,Technology
2314.TW,Microelectronics Technology Inc.,-4.55,-85.042,-12.6,0.347,11.45,2885720576,Communication Equipment,Technology
2316.TW,"WUS Printed Circuit Co., Ltd.",4.28,8.272999500000001,4.3,1.736,37.35,6776597504,Electronic Components,Technology
2317.TW,"Hon Hai Precision Industry Co., Ltd.",10.79,9.7049996,15.0,1.153,138.5,1923585015808,Electronic Components,Technology
2321.TW,"Tecom Co., Ltd.",-1.09,-3.7199999999999998,-25.6,0.793,14.75,208460272,Communication Equipment,Technology
2323.TW,CMC Magnetics Corporation,-0.27,-1.698,0.7000000000000001,3.086,8.08,8801947648,Computer Hardware,Technology
2324.TW,"Compal Electronics, Inc.",2.28,8.087,-5.2,1.018,29.2,127228207104,Computer Hardware,Technology
2327.TW,Yageo Corporation,37.66,13.027,9.700000000000001,8.251,471.0,242411454464,Electronic Components,Technology
2328.TW,Pan-International Industrial Corp.,1.99,7.548000000000001,-11.5,1.652,42.3,21926035456,Electronic Components,Technology
2329.TW,"Orient Semiconductor Electronics, Limited",1.66,10.757,-12.9,1.321,32.0,17927294976,Semiconductors,Technology
2330.TW,Taiwan Semiconductor Manufacturing Company Limited,45.22,30.036,38.800000000000004,2.131,848.0,21990928809984,Semiconductors,Technology
2331.TW,"Elitegroup Computer Systems Co.,Ltd.",-0.16,-0.76,-0.5,1.0,16.25,9057799168,Computer Hardware,Technology
2332.TW,D-Link Corporation,0.06,1.1469999,-7.5,2.006,16.9,10088184832,Communication Equipment,Technology
2337.TW,"Macronix International Co., Ltd.",-1.73,-6.959999999999999,1.7999999999999998,1.481,19.6,36335853568,Semiconductors,Technology
2338.TW,Taiwan Mask Corporation,-2.21,-17.121,1.9,0.65,35.55,7330445312,Semiconductor Equipment & Materials,Technology
2340.TW,Taiwan-Asia Semiconductor Corporation,-1.16,-6.52,10.100000000000001,1.038,21.7,9501735936,Semiconductors,Technology
2342.TW,Mosel Vitelic Inc.,0.58,3.779,73.2,2.903,24.9,3919036160,Semiconductors,Technology
2344.TW,Winbond Electronics Corporation,0.14,1.358,9.3,0.937,16.85,75824996352,Semiconductors,Technology
2345.TW,Accton Technology Corporation,21.32,39.034998,77.5,1.012,531.0,296780169216,Communication Equipment,Technology
2347.TW,Synnex Technology International Corporation,5.52,12.852,-0.8,1.155,66.5,110918672384,Electronics & Computer Distribution,Technology
2348.TW,"Hi-Yes International Co., Ltd.",14.41,37.653999999999996,21.099999999999998,0.859,136.0,20635961344,Real Estate Services,Real Estate
2349.TW,RITEK Corporation,0.07,2.0750001,-17.4,1.383,10.5,7283639808,Computer Hardware,Technology
2351.TW,SDI Corporation,3.7,10.042,5.3,1.1,76.1,13860853760,Semiconductor Equipment & Materials,Technology
2352.TW,Qisda Corporation,1.1,4.314,6.800000000000001,0.78,26.55,51173793792,Computer Hardware,Technology
2353.TW,Acer Incorporated,1.84,7.588,4.6,0.985,33.35,100257103872,Computer Hardware,Technology
2354.TW,"Foxconn Technology Co., Ltd.",2.53,3.1579999999999995,174.5,2.054,57.6,81474617344,Electronics & Computer Distribution,Technology
2355.TW,"Chin-Poon Industrial Co., Ltd.",2.84,6.795,-7.3999999999999995,2.177,30.05,11944724480,Electronic Components,Technology
2356.TW,Inventec Corporation,2.02,11.115,54.400000000000006,0.808,38.6,138476339200,Computer Hardware,Technology
2357.TW,ASUSTeK Computer Inc.,42.04,12.312,28.1,0.904,544.0,404061454336,Computer Hardware,Technology
2359.TW,Solomon Technology Corporation,0.84,0.048000002,-5.2,1.463,130.5,22363916288,Electronic Components,Technology
2360.TW,Chroma ATE Inc.,12.37,22.516,20.200000000000003,1.382,263.5,111636258816,Scientific & Technical Instruments,Technology
2362.TW,Clevo Co.,3.0,4.125,8.7,1.012,43.2,25281331200,Computer Hardware,Technology
2363.TW,Silicon Integrated Systems Corp.,0.81,2.848,1155.1,3.906,48.45,24951169024,Semiconductors,Technology
2364.TW,Twinhead International Corp.,4.07,31.881999999999998,10.6,0.685,72.8,2933745408,Computer Hardware,Technology
2365.TW,KYE Systems Corp.,0.64,4.646,15.1,8.199,33.75,7476570112,Computer Hardware,Technology
2367.TW,Unitech Printed Circuit Board Corp.,2.36,14.111,23.400000000000002,0.843,24.4,17309530112,Electronic Components,Technology
2368.TW,Gold Circuit Electronics Ltd.,11.25,29.444999,15.4,1.361,175.5,85413920768,Electronic Components,Technology
2369.TW,"Lingsen Precision Industries, Ltd.",-0.71,-5.3340003,-10.299999999999999,2.206,13.95,5223479808,Semiconductor Equipment & Materials,Technology
2371.TW,"Tatung Co., Ltd.",6.45,20.093,-18.4,1.403,37.3,78485536768,Conglomerates,Industrials
2373.TW,Aurora Corporation,4.26,12.347999,0.4,1.268,57.7,12907836416,Industrial Distribution,Industrials
2374.TW,"Ability Enterprise Co., Ltd.",1.9,7.5249999999999995,26.6,1.313,46.35,13412669440,Electronic Components,Technology
2375.TW,Kaimei Electronic Corp.,4.54,5.2989996999999995,7.7,1.216,55.8,6064065024,Electronic Components,Technology
2376.TW,"Giga-Byte Technology Co., Ltd.",14.45,23.125999999999998,43.9,1.455,222.5,149050310656,Computer Hardware,Technology
2377.TW,"Micro-Star International Co., Ltd.",8.0,13.182999,4.7,1.118,152.0,128418111488,Computer Hardware,Technology
2379.TW,Realtek Semiconductor Corp.,29.31,32.127,16.6,1.219,477.0,244635648000,Semiconductors,Technology
2380.TW,Avision Inc.,-1.94,-45.461,29.799999999999997,0.453,3.56,771587264,Computer Hardware,Technology
2382.TW,Quanta Computer Inc.,15.33,28.421999999999997,45.0,0.9,210.0,809449226240,Computer Hardware,Technology
2383.TW,"Elite Material Co., Ltd.",27.3,30.916,44.1,1.369,474.5,164476878848,Electronic Components,Technology
2385.TW,"Chicony Electronics Co., Ltd.",12.28,21.316999,7.3999999999999995,1.197,151.0,104994373632,Computer Hardware,Technology
2387.TW,Sunrex Technology Corporation,7.79,13.376,6.3,1.349,55.9,10817823744,Computer Hardware,Technology
2388.TW,"VIA Technologies, Inc.",2.06,6.117999999999999,30.7,1.832,71.6,39766638592,Semiconductors,Technology
2390.TW,"Everspring Industry Co., Ltd.",-1.25,-9.9300005,7.9,2.846,10.25,1974344832,Security & Protection Services,Industrials
2392.TW,"Cheng Uei Precision Industry Co., Ltd.",3.62,6.5409996,11.3,1.104,51.7,23928000512,Electronic Components,Technology
2393.TW,"Everlight Electronics Co., Ltd.",6.55,15.739,11.5,2.342,76.5,33919563776,Electronic Components,Technology
2395.TW,"Advantech Co., Ltd.",10.37,17.669001,7.8,1.969,351.0,303119728640,Computer Hardware,Technology
2397.TW,DFI Inc.,3.45,9.1129996,36.8,1.173,65.7,7521927168,Computer Hardware,Technology
2399.TW,Biostar Microtech International Corp.,0.04,0.307,-34.0,4.36,19.25,3428424960,Computer Hardware,Technology
2401.TW,Sunplus Technology Company Limited,0.44,5.4619998,9.8,3.823,22.95,13504583680,Semiconductors,Technology
2402.TW,"Ichia Technologies, Inc.",2.35,10.775,14.6,1.275,35.3,10716091392,Electronic Components,Technology
2404.TW,"United Integrated Services Co., Ltd.",32.62,45.768002,-30.4,1.315,412.0,77285851136,Engineering & Construction,Industrials
2405.TW,Shuttle Inc.,0.03,0.264,-12.3,2.278,17.35,5958458880,Computer Hardware,Technology
2406.TW,Gigastorage Corporation,-0.86,-10.4499996,126.4,1.364,11.65,4088054528,Solar,Technology
2408.TW,Nanya Technology Corporation,-1.64,-3.0620001,-24.5,2.134,37.0,114649309184,Semiconductors,Technology
2409.TW,AUO Corporation,-0.4,-1.8110000000000002,8.4,0.879,12.85,96980238336,Electronic Components,Technology
2412.TW,"Chunghwa Telecom Co., Ltd.",4.78,9.719,5.5,1.168,124.0,961923842048,Telecom Services,Communication Services
2413.TW,"Universal Microelectronics Co., Ltd.",-0.44,-2.815,-5.800000000000001,1.377,20.7,4558305792,Electronic Components,Technology
2414.TW,"Unitech Computer Co., Ltd.",2.65,11.6560005,21.099999999999998,1.086,34.65,5604152832,Computer Hardware,Technology
2415.TW,CX Technology Corporation,1.14,3.438,-18.7,1.094,24.3,2186999808,Metal Fabrication,Industrials
2417.TW,"AVerMedia Technologies, Inc.",-0.39,1.04,-4.7,1.97,37.75,5092776960,Computer Hardware,Technology
2419.TW,Hitron Technologies Inc.,-0.16,2.2219999,16.8,1.615,22.5,7229632512,Communication Equipment,Technology
2420.TW,Zippy Technology Corp.,4.35,17.446,5.5,2.54,54.1,8258310144,Electrical Equipment & Parts,Industrials
2421.TW,"Sunonwealth Electric Machine Industry Co., Ltd.",5.45,19.712,18.099999999999998,1.508,81.9,22395064320,Specialty Industrial Machinery,Industrials
2423.TW,"Good Will Instrument Co., Ltd.",2.4,12.642999,-6.800000000000001,2.306,41.4,6004946432,Scientific & Technical Instruments,Technology
2424.TW,"Lung Hwa Electronics Co., Ltd.",-3.35,-61.587,61.5,0.958,67.7,3899858432,Consumer Electronics,Technology
2425.TW,Chaintech Technology Corporation,0.59,2.12,-1.6,1.56,31.15,3005943808,Computer Hardware,Technology
2426.TW,Tyntek Corporation,0.21,1.6840000000000002,-5.4,2.297,16.1,4839997952,Semiconductors,Technology
2427.TW,Mercuries Data Systems Ltd.,1.34,9.1730006,15.9,0.567,23.8,4684268032,Business Equipment & Supplies,Industrials
2428.TW,"Thinking Electronic Industrial Co., Ltd.",12.04,15.247,12.1,2.483,134.0,17167141888,Electronic Components,Technology
2429.TW,"Abonmax Co., Ltd",-2.17,-15.568999999999999,-30.099999999999998,7.138,53.8,4599900160,Electronic Components,Technology
2430.TW,"Tsann Kuen Enterprise Co.,Ltd",1.61,4.164000000000001,-2.4,0.306,26.7,3118560000,Specialty Retail,Consumer Cyclical
2431.TW,"Lien Chang Electronic Enterprise Co., Ltd",-0.63,-5.195,-19.3,5.579,13.45,1491968128,Electronic Components,Technology
2432.TW,Acer Gadget Inc.,1.86,9.222999,21.8,2.366,30.8,1905287936,Computer Hardware,Technology
2433.TW,Huxen Corporation,3.27,11.894,-5.800000000000001,1.84,48.35,6986381312,Business Equipment & Supplies,Industrials
2434.TW,Mospec Semiconductor Corp.,0.14,1.121,-29.599999999999998,0.978,27.5,1017500032,Semiconductors,Technology
2436.TW,"Weltrend Semiconductor, Inc.",1.5,7.364,5.3,1.976,46.2,8084030464,Semiconductors,Technology
2438.TW,Enlight Corporation,-1.71,-15.797,164.39999999999998,0.397,27.25,1504091008,Electrical Equipment & Parts,Industrials
2439.TW,"Merry Electronics Co., Ltd.",8.38,14.936,5.1,1.532,112.5,28517738496,Consumer Electronics,Technology
2440.TW,"Space Shuttle Hi-Tech Co., Ltd.",-0.43,-4.837000000000001,34.9,1.403,13.1,1822432640,Electrical Equipment & Parts,Industrials
2441.TW,Greatek Electronics Inc.,4.34,11.366,10.2,3.178,52.8,30035068928,Semiconductor Equipment & Materials,Technology
2442.TW,"Jean Co.,Ltd",1.2,5.9990000000000006,-59.0,0.103,22.55,5904018432,Real Estate - Development,Real Estate
2444.TW,"AboCom Systems, Inc.",-0.24,-2.5090002,-18.6,2.031,13.05,1325488512,Communication Equipment,Technology
2449.TW,"King Yuan Electronics Co., Ltd.",3.93,11.237001000000001,15.0,1.026,82.9,101365145600,Semiconductors,Technology
2450.TW,"Senao International Co.,Ltd.",1.85,7.416,7.000000000000001,1.136,30.1,7773414912,Electronics & Computer Distribution,Technology
2451.TW,"Transcend Information, Inc.",5.39,11.841,-7.000000000000001,6.925,93.6,40233398272,Computer Hardware,Technology
2453.TW,Syscom Computer Engineering Co.,3.06,14.166,6.2,1.159,61.8,6179999744,Information Technology Services,Technology
2454.TW,MediaTek Inc.,66.73,27.497998000000003,6.5,1.023,1295.0,2064061562880,Semiconductors,Technology
2455.TW,"Visual Photonics Epitaxy Co., Ltd.",3.62,20.974999999999998,-22.900000000000002,2.084,104.0,19230224384,Semiconductor Equipment & Materials,Technology
2457.TW,"Phihong Technology Co., Ltd.",0.48,2.125,2.6,1.85,25.1,10823320576,Electrical Equipment & Parts,Industrials
2458.TW,ELAN Microelectronics Corporation,9.45,26.966,-2.4,1.882,124.5,35634888704,Semiconductors,Technology
2459.TW,Audix Corporation,5.3,9.824,-35.099999999999994,2.435,61.0,6441355776,Electronic Components,Technology
2460.TW,"GEM Terminal Industry Co.,Ltd.",-1.39,-11.289,18.8,0.786,18.05,2994477056,Electronic Components,Technology
2461.TW,K Laser Technology Inc.,1.4,4.61,-8.9,1.177,16.6,2871003392,Packaging & Containers,Consumer Cyclical
2462.TW,"Taiwan Line Tek Electronic Co., Ltd.",1.41,7.117,0.4,1.004,22.45,3370732800,Consumer Electronics,Technology
2464.TW,Mirle Automation Corporation,0.52,2.325,3.8,1.242,58.5,11965064192,Specialty Industrial Machinery,Industrials
2465.TW,Leadtek Research Inc.,-5.26,-55.196,-5.4,0.354,51.5,4323218944,Computer Hardware,Technology
2466.TW,Cosmo Electronics Corporation,-0.17,-1.3309999,-0.1,0.325,74.8,12825134080,Electronic Components,Technology
2467.TW,C Sun Mfg Ltd.,4.8,17.462,30.2,1.623,134.5,20234313728,Specialty Industrial Machinery,Industrials
2468.TW,Fortune Information Systems Corp,0.95,5.373,3.9,1.549,46.8,3274174720,Information Technology Services,Technology
2471.TW,Ares International Corp.,3.29,17.122999,7.3,2.539,53.2,2513912832,Information Technology Services,Technology
2472.TW,Lelon Electronics Corp.,6.98,14.998999,16.8,2.09,75.6,12453966848,Electronic Components,Technology
2474.TW,"Catcher Technology Co., Ltd.",19.38,8.185001,40.2,1.738,198.0,128530718720,Metal Fabrication,Industrials
2476.TW,"G-SHANK Enterprise Co., Ltd.",4.86,15.375,16.3,3.68,73.9,15526094848,Specialty Industrial Machinery,Industrials
2477.TW,"Meiloon Industrial Co., Ltd.",1.5,2.221,11.899999999999999,1.557,22.25,3528249088,Consumer Electronics,Technology
2478.TW,"TA-I Technology Co., Ltd.",3.11,6.691,19.7,1.646,42.75,6187250688,Electronic Components,Technology
2480.TW,Stark Technology Inc.,7.47,23.783001000000002,13.3,0.638,125.0,13294999552,Computer Hardware,Technology
2481.TW,Panjit International Inc.,2.39,7.146,-0.6,1.506,47.65,18207780864,Semiconductor Equipment & Materials,Technology
2482.TW,Uniform Industrial Corporation,0.81,4.835,-42.1,4.69,19.45,1514824448,Business Equipment & Supplies,Industrials
2483.TW,"Excel Cell Electronic Co., Ltd.",0.35,1.5559999999999998,7.9,0.958,17.85,1947328000,Electrical Equipment & Parts,Industrials
2484.TW,"Siward Crystal Technology Co., Ltd",0.99,4.04,-6.5,2.265,21.15,3371753984,Electronic Components,Technology
2485.TW,Zinwell Corporation,-2.26,-12.265999599999999,-69.89999999999999,2.04,12.2,3875805696,Communication Equipment,Technology
2486.TW,"I-Chiun Precision Industry Co., Ltd.",0.08,0.60799997,5.3,2.061,82.1,19208034304,Electronic Components,Technology
2488.TW,"Hanpin Electron Co., Ltd.",5.16,15.049000000000001,38.800000000000004,3.263,45.85,3667953920,Consumer Electronics,Technology
2489.TW,"AmTRAN Technology Co.,Ltd",1.79,9.476999999999999,24.7,1.884,14.35,9758000128,Electrical Equipment & Parts,Industrials
2491.TW,Fortune Oriental Company Limited,-0.4,-5.3340003,-7.199999999999999,4.55,11.65,955393152,"Furnishings, Fixtures & Appliances",Consumer Cyclical
2492.TW,Walsin Technology Corporation,6.08,6.665,3.8,0.953,82.0,39753928704,Electronic Components,Technology
2493.TW,"Ampoc Far-East Co., Ltd.",6.01,22.524999,6.2,2.192,83.4,9544045568,Semiconductor Equipment & Materials,Technology
2495.TW,"Infortrend Technology, Inc.",2.2,13.694,-2.8000000000000003,1.813,24.85,6797742592,Computer Hardware,Technology
2496.TW,Success Prime Corporation,7.0,15.097,6.5,1.041,72.8,1390509184,Education & Training Services,Consumer Defensive
2497.TW,"E-Lead Electronic Co., Ltd.",3.02,16.145,21.0,1.166,46.65,5728526848,Auto Parts,Consumer Cyclical
2498.TW,HTC Corporation,-4.11,-15.456,-21.2,2.017,37.25,31084380160,Consumer Electronics,Technology
2501.TW,"Cathay Real Estate Development Co.,Ltd.",1.36,5.1909998,55.300000000000004,0.296,19.75,22901309440,Real Estate - Development,Real Estate
2504.TW,"Goldsun Building Materials Co., Ltd.",3.89,17.221001,0.2,1.576,37.8,44486062080,Building Materials,Basic Materials
2505.TW,"Kuo Yang Construction Co., Ltd.",0.52,2.702,-51.1,0.263,19.85,7543000064,Real Estate - Development,Real Estate
2506.TW,"Pacific Construction Co., Ltd",2.03,9.380999,-73.3,0.876,10.05,3633637888,Real Estate - Development,Real Estate
2509.TW,"Chainqui Construction Development Co., Ltd.",0.21,1.2410001,17.0,0.417,14.3,3211065088,Real Estate Services,Real Estate
2511.TW,Prince Housing & Development Corp.,0.19,1.095,18.3,3.51,9.14,14831204352,Real Estate - Development,Real Estate
2514.TW,"Long Bon International Co.,Ltd",2.83,9.645,20.1,0.787,17.2,6159664128,Engineering & Construction,Industrials
2515.TW,BES Engineering Corporation,0.47,3.125,43.0,0.677,9.81,15018129408,Engineering & Construction,Industrials
2516.TW,New Asia Construction & Development Corp.,0.97,13.225999999999999,21.4,0.809,17.4,3937236992,Engineering & Construction,Industrials
2520.TW,"Kindom Development Co., Ltd.",10.21,23.996000000000002,17.7,0.98,48.6,26315878400,Real Estate - Diversified,Real Estate
2524.TW,"King's Town Construction Co., Ltd.",7.66,14.791000000000002,642.8,0.318,55.0,20318046208,Real Estate - Development,Real Estate
2527.TW,Hung Ching Development & Construction Co. Ltd,4.84,9.747,3028.9,0.26,30.25,7918179328,Real Estate Services,Real Estate
2528.TW,Crowell Development Corp.,3.14,20.962,8422306.0,0.151,36.3,15004932096,Real Estate Services,Real Estate
2530.TW,"Delpha Construction Co.,Ltd.",1.94,15.160000000000002,-20.9,0.076,35.25,29609576448,Real Estate Services,Real Estate
2534.TW,"Hung Sheng Construction Co., Ltd.",0.63,2.0350002,160.3,0.133,23.6,11162823680,Real Estate - Development,Real Estate
2535.TW,"Da-Cin Construction Co.,Ltd.",5.19,13.691,-15.0,1.125,49.55,12877648896,Engineering & Construction,Industrials
2536.TW,"Hong Pu Real Estate Development Co., Ltd.",0.61,1.544,-39.5,0.053,29.7,9884427264,Real Estate - Development,Real Estate
2537.TW,"WE & WIN Development Co., LTD",1.04,7.438000000000001,270.6,0.048,11.85,3561612544,Real Estate - Development,Real Estate
2538.TW,"Kee Tai Properties Co., Ltd.",0.57,-0.849,52.2,0.178,13.1,5829840384,Real Estate - Development,Real Estate
2539.TW,"Sakura Development Co.,Ltd",2.85,21.708,187.20000000000002,0.128,56.8,56473513984,Real Estate - Development,Real Estate
2540.TW,"JSL Construction & Development Co., Ltd.",3.05,23.754998999999998,32.800000000000004,0.205,74.3,50145816576,Real Estate Services,Real Estate
2542.TW,Highwealth Construction Corp.,3.12,13.465999,72.5,0.122,39.2,79629705216,Real Estate - Development,Real Estate
2543.TW,"Hwang Chang General Contractor Co., Ltd",5.2,38.769,-6.4,0.767,74.2,33763149824,Engineering & Construction,Industrials
2545.TW,Huang Hsiang Construction Corporation,9.04,23.567,-18.099999999999998,0.153,57.1,18713667584,Real Estate - Diversified,Real Estate
2546.TW,"Kedge Construction Co., Ltd.",7.04,17.235,6.2,1.436,71.5,8804224000,Engineering & Construction,Industrials
2547.TW,"Radium Life Tech. Co., Ltd.",-0.08,-0.31,-21.5,0.199,12.5,12938625024,Conglomerates,Industrials
